car_count,timestamp
72,13/09/2012 16:25:32
72,13/09/2012 16:30:32
70,13/09/2012 16:35:32
71,13/09/2012 16:40:33
71,13/09/2012 16:45:33
71,13/09/2012 16:50:33
69,13/09/2012 16:55:33
68,13/09/2012 17:00:33
65,13/09/2012 17:05:34
65,13/09/2012 17:10:34
66,13/09/2012 17:15:34
62,13/09/2012 17:20:34
63,13/09/2012 17:25:35
61,13/09/2012 17:30:35
58,13/09/2012 17:35:35
56,13/09/2012 17:40:35
57,13/09/2012 17:45:35
56,13/09/2012 17:50:36
52,13/09/2012 17:55:36
53,13/09/2012 18:00:36
55,13/09/2012 18:05:36
59,13/09/2012 18:10:36
66,13/09/2012 18:15:37
92,14/09/2012 09:01:10
93,14/09/2012 09:06:10
92,14/09/2012 09:11:11
91,14/09/2012 09:16:11
92,14/09/2012 09:21:11
93,14/09/2012 09:26:11
93,14/09/2012 09:31:12
93,14/09/2012 09:36:12
93,14/09/2012 09:41:12
93,14/09/2012 09:46:12
93,14/09/2012 09:51:12
93,14/09/2012 09:56:13
93,14/09/2012 10:01:13
93,14/09/2012 10:06:13
93,14/09/2012 10:11:13
93,14/09/2012 10:16:14
94,14/09/2012 10:21:14
94,14/09/2012 10:26:14
93,14/09/2012 10:31:14
92,14/09/2012 10:36:14
91,14/09/2012 10:41:15
89,14/09/2012 10:46:15
87,14/09/2012 10:51:15
88,14/09/2012 10:56:15
84,14/09/2012 11:01:16
83,14/09/2012 11:06:16
82,14/09/2012 11:11:16
82,14/09/2012 11:16:16
80,14/09/2012 11:21:17
77,14/09/2012 11:26:17
74,14/09/2012 11:31:17
73,14/09/2012 11:36:17
71,14/09/2012 11:41:17
68,14/09/2012 11:46:18
69,14/09/2012 11:51:18
68,14/09/2012 11:56:18
65,14/09/2012 12:01:18
63,14/09/2012 12:06:19
55,14/09/2012 12:11:19
52,14/09/2012 12:16:19
50,14/09/2012 12:21:19
46,14/09/2012 12:26:20
45,14/09/2012 12:31:20
42,14/09/2012 12:36:20
42,14/09/2012 12:41:20
42,14/09/2012 12:46:20
44,14/09/2012 12:51:20
43,14/09/2012 12:56:21
41,14/09/2012 13:01:21
38,14/09/2012 13:06:21
38,14/09/2012 13:11:21
39,14/09/2012 13:16:21
38,14/09/2012 13:21:22
39,14/09/2012 13:26:22
39,14/09/2012 13:31:22
40,14/09/2012 13:36:22
42,14/09/2012 13:41:22
48,14/09/2012 13:46:23
49,14/09/2012 13:51:23
52,14/09/2012 13:56:23
54,14/09/2012 14:01:23
64,14/09/2012 14:06:23
66,14/09/2012 14:11:23
69,14/09/2012 14:16:24
68,14/09/2012 14:21:24
69,14/09/2012 14:26:24
69,14/09/2012 14:31:24
70,14/09/2012 14:36:24
73,14/09/2012 14:41:24
73,14/09/2012 14:46:25
73,14/09/2012 14:51:25
73,14/09/2012 14:56:25
72,14/09/2012 15:01:25
72,14/09/2012 15:06:26
73,14/09/2012 15:11:26
73,14/09/2012 15:16:26
73,14/09/2012 15:21:26
79,14/09/2012 15:26:26
88,14/09/2012 15:31:27
93,14/09/2012 15:36:27
91,14/09/2012 15:41:27
87,14/09/2012 15:46:27
73,14/09/2012 15:51:27
74,14/09/2012 15:56:28
72,14/09/2012 16:01:28
74,14/09/2012 16:06:28
74,14/09/2012 16:11:28
76,14/09/2012 16:16:28
76,14/09/2012 16:21:28
74,14/09/2012 16:26:29
74,14/09/2012 16:31:29
78,14/09/2012 16:36:29
79,14/09/2012 16:41:29
82,14/09/2012 16:46:29
80,14/09/2012 16:51:30
79,14/09/2012 16:56:30
78,14/09/2012 17:01:30
78,14/09/2012 17:06:30
75,14/09/2012 17:11:30
73,14/09/2012 17:16:30
70,14/09/2012 17:21:31
71,14/09/2012 17:26:31
70,14/09/2012 17:31:31
67,14/09/2012 17:36:31
69,14/09/2012 17:41:31
68,14/09/2012 17:46:32
63,14/09/2012 17:51:32
55,14/09/2012 17:56:32
54,14/09/2012 18:01:32
57,14/09/2012 18:06:32
2,15/09/2012 05:56:59
2,15/09/2012 06:01:59
2,15/09/2012 06:06:59
2,15/09/2012 06:11:59
2,15/09/2012 06:17:00
2,15/09/2012 06:22:00
2,15/09/2012 06:27:00
2,15/09/2012 06:32:00
2,15/09/2012 06:37:01
2,15/09/2012 06:42:01
2,15/09/2012 06:47:01
2,15/09/2012 06:52:01
2,15/09/2012 06:57:01
2,15/09/2012 07:02:01
2,15/09/2012 07:07:02
2,15/09/2012 07:12:02
2,15/09/2012 07:17:02
2,15/09/2012 07:22:02
2,15/09/2012 07:27:03
2,15/09/2012 07:32:03
2,15/09/2012 07:37:03
2,15/09/2012 07:42:03
3,15/09/2012 07:47:03
3,15/09/2012 07:52:03
4,15/09/2012 07:57:04
6,15/09/2012 08:02:04
6,15/09/2012 08:07:04
8,15/09/2012 08:12:04
10,15/09/2012 08:17:04
12,15/09/2012 08:22:04
15,15/09/2012 08:27:05
17,15/09/2012 08:32:05
25,15/09/2012 08:37:05
27,15/09/2012 08:42:05
30,15/09/2012 08:47:06
35,15/09/2012 08:52:06
35,15/09/2012 08:57:06
40,15/09/2012 09:02:06
44,15/09/2012 09:07:06
48,15/09/2012 09:12:07
53,15/09/2012 09:17:07
59,15/09/2012 09:22:07
63,15/09/2012 09:27:07
75,15/09/2012 09:32:07
77,15/09/2012 09:37:08
82,15/09/2012 09:42:08
83,15/09/2012 09:47:08
83,15/09/2012 09:52:08
84,15/09/2012 09:57:09
85,15/09/2012 10:02:09
87,15/09/2012 10:07:09
84,15/09/2012 10:12:09
86,15/09/2012 10:17:09
88,15/09/2012 10:22:10
87,15/09/2012 10:27:10
88,15/09/2012 10:32:10
88,15/09/2012 10:37:10
87,15/09/2012 10:42:10
88,15/09/2012 10:47:11
88,15/09/2012 10:52:11
86,15/09/2012 10:57:11
86,15/09/2012 11:02:11
86,15/09/2012 11:07:11
85,15/09/2012 11:12:12
83,15/09/2012 11:17:12
78,15/09/2012 11:22:12
77,15/09/2012 11:27:12
75,15/09/2012 11:32:13
76,15/09/2012 11:37:13
73,15/09/2012 11:42:13
71,15/09/2012 11:47:13
67,15/09/2012 11:52:13
65,15/09/2012 11:57:13
58,15/09/2012 12:02:14
52,15/09/2012 12:07:14
49,15/09/2012 12:12:14
46,15/09/2012 12:17:14
43,15/09/2012 12:22:14
42,15/09/2012 12:27:15
40,15/09/2012 12:32:15
38,15/09/2012 12:37:15
37,15/09/2012 12:42:15
35,15/09/2012 12:47:16
33,15/09/2012 12:52:16
31,15/09/2012 12:57:16
31,15/09/2012 13:02:16
31,15/09/2012 13:07:16
30,15/09/2012 13:12:17
30,15/09/2012 13:17:17
30,15/09/2012 13:22:17
31,15/09/2012 13:27:17
34,15/09/2012 13:32:17
34,15/09/2012 13:37:18
34,15/09/2012 13:42:18
33,15/09/2012 13:47:18
32,15/09/2012 13:52:18
32,15/09/2012 13:57:18
31,15/09/2012 14:02:19
31,15/09/2012 14:07:19
28,15/09/2012 14:12:19
28,15/09/2012 14:17:19
28,15/09/2012 14:22:20
28,15/09/2012 14:27:20
29,15/09/2012 14:32:20
30,15/09/2012 14:37:20
30,15/09/2012 14:42:20
30,15/09/2012 14:47:21
29,15/09/2012 14:52:21
26,15/09/2012 14:57:21
25,15/09/2012 15:02:21
25,15/09/2012 15:07:21
24,15/09/2012 15:12:22
24,15/09/2012 15:17:22
24,15/09/2012 15:22:22
26,15/09/2012 15:27:22
24,15/09/2012 15:32:22
24,15/09/2012 15:37:23
23,15/09/2012 15:42:23
22,15/09/2012 15:47:23
23,15/09/2012 15:52:23
22,15/09/2012 15:57:23
20,15/09/2012 16:02:24
18,15/09/2012 16:07:24
18,15/09/2012 16:12:24
18,15/09/2012 16:17:24
17,15/09/2012 16:22:25
16,15/09/2012 16:27:25
15,15/09/2012 16:32:25
15,15/09/2012 16:37:25
15,15/09/2012 16:42:25
15,15/09/2012 16:47:25
16,15/09/2012 16:52:25
12,15/09/2012 16:57:26
11,15/09/2012 17:02:26
9,15/09/2012 17:07:26
6,15/09/2012 17:12:26
5,15/09/2012 17:17:26
4,15/09/2012 17:22:27
4,15/09/2012 17:27:27
4,15/09/2012 17:32:27
4,15/09/2012 17:37:27
4,15/09/2012 17:42:27
4,15/09/2012 17:47:28
4,15/09/2012 17:52:28
4,15/09/2012 17:57:28
3,15/09/2012 18:02:28
2,15/09/2012 18:07:28
1,15/09/2012 18:12:29
0,16/09/2012 06:22:55
0,16/09/2012 06:27:55
0,16/09/2012 06:32:55
0,16/09/2012 06:37:56
0,16/09/2012 06:42:56
1,16/09/2012 06:47:56
2,16/09/2012 06:52:56
1,16/09/2012 06:57:56
2,16/09/2012 07:02:57
3,16/09/2012 07:07:57
3,16/09/2012 07:12:57
3,16/09/2012 07:17:57
3,16/09/2012 07:22:57
3,16/09/2012 07:27:57
3,16/09/2012 07:32:58
3,16/09/2012 07:37:58
3,16/09/2012 07:42:58
3,16/09/2012 07:47:58
3,16/09/2012 07:52:58
3,16/09/2012 07:57:59
3,16/09/2012 08:02:59
3,16/09/2012 08:07:59
3,16/09/2012 08:12:59
3,16/09/2012 08:17:59
3,16/09/2012 08:23:00
3,16/09/2012 08:28:00
3,16/09/2012 08:33:00
3,16/09/2012 08:38:00
3,16/09/2012 08:43:00
3,16/09/2012 08:48:01
3,16/09/2012 08:53:01
3,16/09/2012 08:58:01
3,16/09/2012 09:03:01
3,16/09/2012 09:08:01
3,16/09/2012 09:13:02
3,16/09/2012 09:18:02
3,16/09/2012 09:23:02
3,16/09/2012 09:28:03
3,16/09/2012 09:33:03
3,16/09/2012 09:38:03
3,16/09/2012 09:43:03
3,16/09/2012 09:48:03
3,16/09/2012 09:53:04
3,16/09/2012 09:58:04
3,16/09/2012 10:03:04
3,16/09/2012 10:08:04
3,16/09/2012 10:13:04
3,16/09/2012 10:18:05
3,16/09/2012 10:23:05
3,16/09/2012 10:28:05
3,16/09/2012 10:33:05
3,16/09/2012 10:38:06
3,16/09/2012 10:43:06
3,16/09/2012 10:48:06
3,16/09/2012 10:53:06
3,16/09/2012 10:58:06
3,16/09/2012 11:03:07
3,16/09/2012 11:08:07
3,16/09/2012 11:13:07
3,16/09/2012 11:18:07
3,16/09/2012 11:23:07
3,16/09/2012 11:28:08
3,16/09/2012 11:33:08
3,16/09/2012 11:38:08
3,16/09/2012 11:43:08
3,16/09/2012 11:48:08
3,16/09/2012 11:53:09
3,16/09/2012 11:58:09
3,16/09/2012 12:03:09
3,16/09/2012 12:08:09
3,16/09/2012 12:13:09
3,16/09/2012 12:18:10
3,16/09/2012 12:23:10
3,16/09/2012 12:28:10
3,16/09/2012 12:33:10
3,16/09/2012 12:38:10
3,16/09/2012 12:43:11
3,16/09/2012 12:48:11
3,16/09/2012 12:53:11
3,16/09/2012 12:58:11
2,16/09/2012 13:03:11
2,16/09/2012 13:08:12
2,16/09/2012 13:13:12
2,16/09/2012 13:18:12
2,16/09/2012 13:23:12
2,16/09/2012 13:28:13
2,16/09/2012 13:33:13
2,16/09/2012 13:38:13
2,16/09/2012 13:43:13
2,16/09/2012 13:48:13
2,16/09/2012 13:53:13
2,16/09/2012 13:58:14
2,16/09/2012 14:03:14
3,16/09/2012 14:08:14
3,16/09/2012 14:13:14
4,16/09/2012 14:18:15
4,16/09/2012 14:23:15
4,16/09/2012 14:28:15
4,16/09/2012 14:33:15
3,16/09/2012 14:38:15
3,16/09/2012 14:43:15
4,16/09/2012 14:48:16
4,16/09/2012 14:53:16
4,16/09/2012 14:58:16
4,16/09/2012 15:03:16
6,16/09/2012 15:08:16
6,16/09/2012 15:13:17
6,16/09/2012 15:18:17
6,16/09/2012 15:23:17
6,16/09/2012 15:28:17
5,16/09/2012 15:33:17
5,16/09/2012 15:38:18
5,16/09/2012 15:43:18
5,16/09/2012 15:48:18
5,16/09/2012 15:53:18
5,16/09/2012 15:58:18
6,16/09/2012 16:03:19
6,16/09/2012 16:08:19
6,16/09/2012 16:13:19
5,16/09/2012 16:18:19
4,16/09/2012 16:23:19
4,16/09/2012 16:28:19
4,16/09/2012 16:33:20
4,16/09/2012 16:38:20
4,16/09/2012 16:43:20
4,16/09/2012 16:48:20
4,16/09/2012 16:53:20
4,16/09/2012 16:58:21
4,16/09/2012 17:03:21
4,16/09/2012 17:08:21
4,16/09/2012 17:13:21
4,16/09/2012 17:18:21
4,16/09/2012 17:23:22
4,16/09/2012 17:28:22
4,16/09/2012 17:33:22
3,16/09/2012 17:38:22
2,16/09/2012 17:43:22
2,16/09/2012 17:48:23
2,16/09/2012 17:53:23
2,16/09/2012 17:58:23
0,16/09/2012 18:03:23
0,16/09/2012 18:08:23
0,16/09/2012 18:13:23
1,17/09/2012 05:58:49
1,17/09/2012 06:03:49
1,17/09/2012 06:08:49
1,17/09/2012 06:13:49
1,17/09/2012 06:18:49
1,17/09/2012 06:23:50
1,17/09/2012 06:28:50
1,17/09/2012 06:33:50
1,17/09/2012 06:38:50
1,17/09/2012 06:43:50
1,17/09/2012 06:48:51
3,17/09/2012 06:53:51
5,17/09/2012 06:58:51
7,17/09/2012 07:03:51
8,17/09/2012 07:08:51
9,17/09/2012 07:13:52
13,17/09/2012 07:18:52
17,17/09/2012 07:23:52
31,17/09/2012 07:28:52
51,17/09/2012 07:33:52
66,17/09/2012 07:38:53
81,17/09/2012 07:43:53
88,17/09/2012 07:48:53
90,17/09/2012 07:53:53
90,17/09/2012 07:58:54
91,17/09/2012 08:03:54
91,17/09/2012 08:08:54
91,17/09/2012 08:13:54
91,17/09/2012 08:18:54
92,17/09/2012 08:23:55
92,17/09/2012 08:28:55
92,17/09/2012 08:33:55
91,17/09/2012 08:38:55
90,17/09/2012 08:43:56
93,17/09/2012 08:48:56
93,17/09/2012 08:53:56
92,17/09/2012 08:58:56
93,17/09/2012 09:03:56
93,17/09/2012 09:08:57
93,17/09/2012 09:13:57
94,17/09/2012 09:18:57
94,17/09/2012 09:23:57
94,17/09/2012 09:28:57
95,17/09/2012 09:33:58
95,17/09/2012 09:38:58
95,17/09/2012 09:43:58
95,17/09/2012 09:48:58
96,17/09/2012 09:53:59
96,17/09/2012 09:58:59
95,17/09/2012 10:03:59
95,17/09/2012 10:08:59
95,17/09/2012 10:14:00
94,17/09/2012 10:19:00
92,17/09/2012 10:24:00
93,17/09/2012 10:29:00
93,17/09/2012 10:34:01
92,17/09/2012 10:39:01
93,17/09/2012 10:44:01
92,17/09/2012 10:49:01
93,17/09/2012 10:54:02
92,17/09/2012 10:59:02
91,17/09/2012 11:04:02
87,17/09/2012 11:09:02
86,17/09/2012 11:14:02
86,17/09/2012 11:19:03
86,17/09/2012 11:24:03
86,17/09/2012 11:29:03
80,17/09/2012 11:34:04
79,17/09/2012 11:39:04
78,17/09/2012 11:44:04
74,17/09/2012 11:49:04
70,17/09/2012 11:54:04
61,17/09/2012 11:59:05
55,17/09/2012 12:04:05
52,17/09/2012 12:09:05
49,17/09/2012 12:14:05
48,17/09/2012 12:19:06
46,17/09/2012 12:24:06
42,17/09/2012 12:29:06
41,17/09/2012 12:34:06
41,17/09/2012 12:39:07
36,17/09/2012 12:44:07
37,17/09/2012 12:49:07
36,17/09/2012 12:54:07
38,17/09/2012 12:59:07
38,17/09/2012 13:04:07
39,17/09/2012 13:09:08
42,17/09/2012 13:14:08
42,17/09/2012 13:19:08
48,17/09/2012 13:24:09
50,17/09/2012 13:29:09
52,17/09/2012 13:34:09
57,17/09/2012 13:39:09
59,17/09/2012 13:44:09
60,17/09/2012 13:49:10
63,17/09/2012 13:54:10
66,17/09/2012 13:59:10
69,17/09/2012 14:04:10
71,17/09/2012 14:09:10
73,17/09/2012 14:14:11
75,17/09/2012 14:19:11
75,17/09/2012 14:24:11
77,17/09/2012 14:29:11
77,17/09/2012 14:34:11
79,17/09/2012 14:39:12
78,17/09/2012 14:44:12
79,17/09/2012 14:49:12
78,17/09/2012 14:54:12
77,17/09/2012 14:59:13
76,17/09/2012 15:04:13
76,17/09/2012 15:09:13
76,17/09/2012 15:14:13
74,17/09/2012 15:19:13
75,17/09/2012 15:24:13
75,17/09/2012 15:29:14
77,17/09/2012 15:34:14
76,17/09/2012 15:39:14
76,17/09/2012 15:44:14
76,17/09/2012 15:49:15
77,17/09/2012 15:54:15
77,17/09/2012 15:59:15
77,17/09/2012 16:04:15
77,17/09/2012 16:09:15
78,17/09/2012 16:14:16
80,17/09/2012 16:19:16
80,17/09/2012 16:24:16
80,17/09/2012 16:29:16
80,17/09/2012 16:34:17
81,17/09/2012 16:39:17
82,17/09/2012 16:44:17
79,17/09/2012 16:49:17
79,17/09/2012 16:54:17
79,17/09/2012 16:59:18
76,17/09/2012 17:04:18
77,17/09/2012 17:09:18
81,17/09/2012 17:14:18
79,17/09/2012 17:19:18
80,17/09/2012 17:24:19
78,17/09/2012 17:29:19
79,17/09/2012 17:34:19
72,17/09/2012 17:39:19
72,17/09/2012 17:44:20
68,17/09/2012 17:49:20
69,17/09/2012 17:54:20
72,17/09/2012 17:59:20
79,17/09/2012 18:04:20
78,17/09/2012 18:09:21
1,18/09/2012 05:54:47
1,18/09/2012 05:59:47
1,18/09/2012 06:04:47
1,18/09/2012 06:09:48
1,18/09/2012 06:14:48
1,18/09/2012 06:19:48
1,18/09/2012 06:24:48
1,18/09/2012 06:29:48
1,18/09/2012 06:34:49
2,18/09/2012 06:39:49
3,18/09/2012 06:44:49
3,18/09/2012 06:49:49
6,18/09/2012 06:54:49
7,18/09/2012 06:59:50
8,18/09/2012 07:04:50
11,18/09/2012 07:09:50
13,18/09/2012 07:14:50
15,18/09/2012 07:19:50
18,18/09/2012 07:24:51
27,18/09/2012 07:29:51
47,18/09/2012 07:34:51
62,18/09/2012 07:39:51
75,18/09/2012 07:44:51
83,18/09/2012 07:49:52
89,18/09/2012 07:54:52
90,18/09/2012 07:59:52
90,18/09/2012 08:04:52
90,18/09/2012 08:09:53
90,18/09/2012 08:14:53
90,18/09/2012 08:19:53
90,18/09/2012 08:24:53
90,18/09/2012 08:29:53
91,18/09/2012 08:34:54
91,18/09/2012 08:39:54
91,18/09/2012 08:44:54
90,18/09/2012 08:49:54
91,18/09/2012 08:54:55
91,18/09/2012 08:59:55
92,18/09/2012 09:04:55
91,18/09/2012 09:09:55
92,18/09/2012 09:14:55
92,18/09/2012 09:19:56
92,18/09/2012 09:24:56
92,18/09/2012 09:29:56
91,18/09/2012 09:34:56
91,18/09/2012 09:39:57
92,18/09/2012 09:44:57
91,18/09/2012 09:49:57
91,18/09/2012 09:54:57
91,18/09/2012 09:59:57
92,18/09/2012 10:04:58
91,18/09/2012 10:09:58
90,18/09/2012 10:14:58
91,18/09/2012 10:19:58
89,18/09/2012 10:24:59
89,18/09/2012 10:29:59
90,18/09/2012 10:34:59
90,18/09/2012 10:39:59
90,18/09/2012 10:45:00
89,18/09/2012 10:50:00
88,18/09/2012 10:55:00
88,18/09/2012 11:00:00
87,18/09/2012 11:05:01
84,18/09/2012 11:10:01
79,18/09/2012 11:15:01
76,18/09/2012 11:20:01
76,18/09/2012 11:25:01
72,18/09/2012 11:30:02
65,18/09/2012 11:35:02
61,18/09/2012 11:40:02
55,18/09/2012 11:45:02
54,18/09/2012 11:50:03
50,18/09/2012 11:55:03
47,18/09/2012 12:00:03
45,18/09/2012 12:05:03
41,18/09/2012 12:10:03
40,18/09/2012 12:15:04
39,18/09/2012 12:20:04
38,18/09/2012 12:25:04
38,18/09/2012 12:30:04
37,18/09/2012 12:35:04
36,18/09/2012 12:40:05
37,18/09/2012 12:45:05
